artist_name,﻿genre,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Ava Max,Pop,Sweet but Psycho,25sgk305KZfyuqVBQIahim,97,0.0691,0.719,187436,0.704,0,C#,0.166,-4.724,Major,0.0476,133.002,4/4,0.628
Lady Gaga,Pop,Shallow,2VxeLyX666F8uXCJ0dZF8B,96,0.371,0.572,215733,0.385,0,G,0.231,-6.362,Major,0.0308,95.799,4/4,0.323
Alec Benjamin,Pop,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,92,0.74,0.652,169354,0.557,0,C#,0.124,-5.714,Minor,0.0318,150.073,4/4,0.483
Mustard,Pop,Pure Water (with Migos),63cd4JkwGgYJrbOizbfmsp,91,0.172,0.68,194520,0.559,0,C,0.318,-5.545,Major,0.129,202.006,4/4,0.137
Travis Scott,Pop,YOSEMITE,7lAK3oHbfEnvUQWosrMMpR,87,0.283,0.785,150043,0.554,3.4e-06,C,0.116,-6.571,Major,0.0409,128.047,4/4,0.144
Kodak Black,Pop,ZEZE (feat. Travis Scott & Offset),0FZ4Dmg8jJJAPJnvBIzD9z,93,0.0521,0.861,228760,0.603,0,G#,0.0924,-5.788,Minor,0.176,98.043,4/4,0.504
Post Malone,Pop,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,91,0.117,0.587,218147,0.535,6.56e-05,F,0.131,-6.09,Minor,0.0898,159.847,4/4,0.14
Dean Lewis,Pop,Be Alright,3EPXxR3ImUwfayaurPi3cm,92,0.697,0.553,196373,0.586,0,B,0.0813,-6.319,Major,0.0362,126.684,4/4,0.443
Ariana Grande,Pop,make up,27356GVuMPFWiJSZCragoM,87,0.0844,0.671,140693,0.714,1.48e-06,G,0.0568,-5.373,Major,0.21,105.137,3/4,0.477
Panic! At The Disco,Pop,High Hopes,1rqqCSm0Qe4I9rUvWncaom,95,0.193,0.579,190947,0.904,0,F,0.064,-2.729,Major,0.0618,82.014,4/4,0.681
Bazzi,Pop,Beautiful (feat. Camila Cabello),4VUwkH455At9kENOfzTqmF,89,0.346,0.638,180000,0.717,0,D,0.105,-4.722,Major,0.0337,100.027,4/4,0.249
Billie Eilish,Pop,idontwannabeyouanymore,41zXlQxzTi6cGAjpOXyLYH,89,0.737,0.483,203569,0.412,0,G,0.116,-8.461,Major,0.0402,170.163,3/4,0.247
Post Malone,Pop,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,88,0.0689,0.556,223347,0.538,0,G#,0.196,-5.408,Minor,0.0382,143.95,4/4,0.291
Cardi B,Pop,I Like It,58q2HKrzhC3ozto2nDdN4z,90,0.099,0.816,253390,0.726,0,F,0.372,-3.998,Minor,0.129,136.048,4/4,0.65
Ariana Grande,Pop,no tears left to cry,2qT1uLXPVPzGgFOx4jtEuo,90,0.04,0.699,205920,0.713,3.11e-06,A,0.294,-5.507,Minor,0.0594,121.993,4/4,0.354
Post Malone,Pop,Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C,89,0.58,0.739,221440,0.559,0,G#,0.112,-8.011,Major,0.117,140.124,4/4,0.439
The Chainsmokers,Pop,Who Do You Love (with 5 Seconds of Summer),11cDEev79fPKi6uJCjUhu8,92,0.00791,0.51,226747,0.835,0,D#,0.219,-4.673,Major,0.0447,140.024,4/4,0.435
Lady Gaga,Pop,Shallow - Radio Edit,6QfS2wq5sSC1xAJCQsTSlj,90,0.416,0.575,217213,0.33,0,G,0.0872,-6.557,Major,0.031,95.801,4/4,0.277
Metro Boomin,Pop,Space Cadet (feat. Gunna),1fewSx2d5KIZ04wsooEBOz,87,0.368,0.901,203267,0.464,1.71e-05,F,0.238,-9.789,Minor,0.0645,109.004,4/4,0.638
Sheck Wes,Pop,Mo Bamba,1xzBco0xcoJEDXktl7Jxrr,92,0.194,0.729,183907,0.625,0.00986,E,0.248,-5.266,Major,0.0315,146.034,4/4,0.261
Khalid,Pop,Saturday Nights,7vGGAJBkHKxKtOnGjQduDV,87,0.635,0.54,209547,0.439,1.93e-05,A#,0.0993,-8.591,Major,0.115,167.908,4/4,0.371
Travis Scott,Pop,goosebumps,6gBFPUFcJLzWGx4lenP6h2,86,0.0847,0.841,243837,0.728,0,G,0.149,-3.37,Major,0.0484,130.049,4/4,0.43
Billie Eilish,Pop,wish you were gay,4txc3txsIt81diMzGhrVPS,87,0.39,0.853,221543,0.351,9.38e-06,G,0.752,-10.198,Major,0.241,118.028,4/4,0.282
Khalid,Pop,Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,86,0.199,0.798,202547,0.539,1.66e-05,C#,0.165,-6.351,Major,0.0421,136.949,4/4,0.394
Ariana Grande,Pop,breathin,4OafepJy2teCjYJbvFE60J,87,0.0211,0.568,198160,0.656,1.37e-05,G#,0.213,-5.413,Major,0.0433,100.049,4/4,0.364
Khalid,Pop,Love Lies (with Normani),45Egmo7icyopuzJN0oMEdk,86,0.0956,0.708,201707,0.648,0,F#,0.134,-5.626,Major,0.0449,143.955,4/4,0.338
Bazzi,Pop,Mine,7uzmGiiJyRfuViKKK3lVmR,86,0.0161,0.71,131064,0.789,2.77e-06,E,0.451,-3.874,Major,0.0722,142.929,4/4,0.717
Offset,Pop,Ric Flair Drip (& Metro Boomin),7sO5G9EABYOXQKNPNiE9NR,86,0.149,0.88,172800,0.428,5.07e-05,A,0.114,-8.28,Major,0.206,100.007,4/4,0.333
Gucci Mane,Pop,Wake Up in the Sky,0QIjsbm2fh1cJ45XO9eGqq,89,0.00381,0.8,204665,0.578,0,E,0.359,-5.144,Minor,0.0485,143.01,4/4,0.367
Lauv,Pop,I Like Me Better,1wjzFQodRWrPcQ0AnYnvQ9,88,0.535,0.752,197437,0.505,2.55e-06,A,0.104,-7.621,Major,0.253,91.97,4/4,0.419
Ellie Goulding,Pop,Close To Me (with Diplo) (feat. Swae Lee),5JEx7HbmvHQQswJCsoo9rA,92,0.0969,0.574,182623,0.758,0,C#,0.395,-5.029,Minor,0.0621,144.111,4/4,0.492
Tyga,Pop,Taste (feat. Offset),5IaHrVsrferBYDm0bDyABy,90,0.0236,0.884,232959,0.559,0,C,0.101,-7.442,Major,0.12,97.994,4/4,0.342
Post Malone,Pop,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,87,0.215,0.63,220293,0.804,0,F#,0.253,-4.183,Major,0.0363,123.146,4/4,0.492
Offset,Pop,Legacy (feat. Travis Scott & 21 Savage),7pMRoGLEJuFM2wl5pt0R99,85,0.178,0.844,244941,0.513,0,C#,0.0845,-8.769,Major,0.335,128.085,4/4,0.344
The Chainsmokers,Pop,This Feeling,4NBTZtAt1F13VvlSKe6KTl,88,0.0558,0.575,197947,0.571,0,C#,0.0912,-7.906,Major,0.0439,105.049,4/4,0.449
Drake,Pop,God's Plan,6DCZcSspjsKoFjzjrWoCdn,89,0.0332,0.754,198973,0.449,8.29e-05,G,0.552,-9.211,Major,0.109,77.169,4/4,0.357
Bebe Rexha,Pop,Meant to Be (feat. Florida Georgia Line),7iDa6hUg2VgEL1o1HjmfBn,86,0.047,0.643,163870,0.783,0,A#,0.083,-6.458,Major,0.0856,154.084,4/4,0.579
Offset,Pop,Red Room,2MJdgSby3DtSS7bUJx2cly,85,0.479,0.936,241440,0.559,0,G,0.129,-8.591,Minor,0.158,112.339,4/4,0.517
Ariana Grande,Pop,God is a woman,5OCJzvD7sykQEKHH7qAC3C,87,0.0233,0.602,197547,0.658,6e-05,C#,0.237,-5.934,Major,0.0558,145.031,4/4,0.268
benny blanco,Pop,Roses (with Juice WRLD feat. Brendon Urie),5YAP8zpqj1eIX88makBjDe,84,0.166,0.613,223543,0.6,0,G#,0.117,-7.097,Major,0.154,147.059,4/4,0.532
Travis Scott,Pop,STARGAZING,7wBJfHzpfI3032CSD7CE2m,84,0.00947,0.487,270715,0.789,4.05e-06,G#,0.189,-3.69,Major,0.044,150.007,4/4,0.0564
Khalid,Pop,My Bad,1DUSuNhF8P5vUGNPpQiZa5,78,0.543,0.645,166101,0.568,0.266,F,0.257,-9.127,Minor,0.0823,84.999,4/4,0.391
Khalid,Pop,Location,152lZdxL1OR0ZMW6KquMif,84,0.33,0.736,219080,0.449,0.000162,C#,0.0898,-11.462,Minor,0.425,80.126,4/4,0.326
Kehlani,Pop,Nights Like This (feat. Ty Dolla $ign),6ZRuF2n1CQxyxxAAWsKJOy,85,0.367,0.61,201788,0.725,0,G#,0.154,-5.131,Major,0.15,146.163,4/4,0.291
Billie Eilish,Pop,bellyache,51NFxnQvaosfDDutk0tams,87,0.46,0.695,179172,0.573,0.0734,E,0.482,-8.597,Minor,0.106,99.939,4/4,0.408
Pedro Capó,Pop,Calma - Remix,5iwz1NiezX7WWjnCgY5TH4,97,0.323,0.826,238200,0.773,0,B,0.143,-4.218,Minor,0.0524,126.899,4/4,0.761
Mark Ronson,Pop,Nothing Breaks Like a Heart (feat. Miley Cyrus),27rdGxbavYJeBphck5MZAF,92,0.00987,0.601,217467,0.794,1.36e-06,G,0.388,-5.844,Minor,0.0671,114.066,4/4,0.244
Marshmello,Pop,Project Dreams,6GSkLS2y4ZnnZsuRAj975K,83,0.409,0.78,167898,0.828,0,G#,0.104,-2.235,Major,0.237,160.113,4/4,0.786
Future,Pop,Fine China,5274I4mUMnYczyeXkGDWZN,85,0.0484,0.656,141587,0.542,0,G,0.126,-7.358,Major,0.323,166.111,4/4,0.551
Khalid,Pop,OTW,6Hgh47WXVKtXN5zGOu0hjI,83,0.183,0.652,263014,0.678,3.26e-05,D,0.106,-6.183,Major,0.0541,72.989,4/4,0.28
Bebe Rexha,Pop,I'm a Mess,04ZTP5KsCypmtCmQg5tH9R,86,0.00281,0.63,195519,0.694,0,B,0.0719,-6.257,Minor,0.0253,97.005,4/4,0.216
Bebe Rexha,Pop,Last Hurrah,0i0wnv9UoFdZ5MfuFGQzMy,86,0.175,0.514,150333,0.618,0,B,0.117,-4.585,Minor,0.0317,84.259,4/4,0.401
Lil Baby,Pop,Pure Cocaine,577YBGuskWkVDCxZrLRB4v,86,0.00127,0.964,154024,0.487,6.57e-06,A#,0.115,-6.071,Minor,0.421,127.05,4/4,0.107
Travis Scott,Pop,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,84,0.0531,0.763,190557,0.628,0,B,0.114,-5.85,Major,0.05,140.958,4/4,0.193
J. Cole,Pop,No Role Modelz,62vpWI1CHwFy7tMIcSStl8,84,0.302,0.696,292987,0.521,0,A#,0.0565,-8.465,Minor,0.332,100,4/4,0.458
Metro Boomin,Pop,10 Freaky Girls (with 21 Savage),0AluA5RNsa4Cx6XRhf2hWZ,85,0.588,0.81,208293,0.353,0,F#,0.102,-9.931,Minor,0.31,88.031,4/4,0.0727
Ed Sheeran,Pop,Perfect,0tgVpDi06FyKpA1z0VMD4v,89,0.163,0.599,263400,0.448,0,G#,0.106,-6.312,Major,0.0232,95.05,3/4,0.168
French Montana,Pop,No Stylist,04MLEeAMuV9IlHEsD8vF6A,88,0.0215,0.765,192172,0.704,0,F,0.227,-4.589,Minor,0.127,147.055,4/4,0.498
Sam Smith,Pop,Too Good At Goodbyes,3VlbOrM6nYPprVvzBZllE5,80,0.615,0.661,201000,0.373,0,F,0.177,-8.249,Major,0.0505,91.5,4/4,0.523
Post Malone,Pop,Candy Paint,32lItqlMi4LBhb4k0BaSaC,84,0.627,0.67,227533,0.654,1.02e-06,E,0.071,-5.944,Major,0.153,180.024,4/4,0.438
Logic,Pop,Keanu Reeves,25F6MWrnFBCXVnpN4n76EK,87,0.0591,0.71,225987,0.888,0,D,0.134,-6.457,Major,0.235,170.193,4/4,0.816
Drake,Pop,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,86,0.0891,0.586,210747,0.909,0.000109,G#,0.119,-6.474,Major,0.0705,93.394,4/4,0.757
Kodak Black,Pop,Calling My Spirit,2MShy1GSSgbmGUxADNIao5,85,0.0996,0.91,152000,0.366,0,C#,0.261,-9.954,Major,0.0941,119.985,4/4,0.74
Lil Baby,Pop,Yes Indeed,6vN77lE9LK6HP2DewaN6HZ,85,0.035,0.964,142273,0.346,0,F,0.108,-9.309,Minor,0.53,119.958,4/4,0.562
Billie Eilish,Pop,ocean eyes,7hDVYcQq6MxkdJGweuCtl9,86,0.816,0.511,200379,0.363,0.0317,E,0.084,-7.65,Minor,0.041,144.892,4/4,0.169
Marshmello,Pop,Silence,7vGuf3Y35N4wmASOKLUVVU,86,0.256,0.52,180823,0.761,4.96e-06,E,0.17,-3.093,Major,0.0853,141.971,4/4,0.286
King Princess,Pop,1950,0CZ8lquoTX2Dkg7Ak2inwA,84,0.648,0.6,225133,0.535,4.7e-06,E,0.162,-7.043,Major,0.107,71.912,4/4,0.269
5 Seconds of Summer,Pop,Youngblood,2iUXsYOEPhVqEBwsqP70rE,87,0.0169,0.596,203418,0.854,0,G,0.124,-5.114,Minor,0.463,120.274,4/4,0.152
Future,Pop,First Off (feat. Travis Scott),3WRIaWsws011vHMd9uzPjG,85,0.013,0.734,228367,0.683,0,C#,0.28,-6.105,Major,0.0776,162.038,4/4,0.445
Joji,Pop,SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,84,0.544,0.515,209274,0.479,0.00598,D#,0.191,-7.458,Major,0.0261,88.964,4/4,0.284
Billie Eilish,Pop,my boy,1RGasjWLZ4qMN7wbtkLa3u,85,0.472,0.692,170852,0.394,0.000191,B,0.117,-8.745,Minor,0.207,89.936,4/4,0.324
Shawn Mendes,Pop,In My Blood,2QZ7WLBE8h2y1Y5Fb8RYbH,87,0.0573,0.622,211360,0.712,0,F,0.13,-7.321,Major,0.066,140.025,4/4,0.487
Travis Scott,Pop,CAN'T SAY,27a1mYSG5tYg7dmEjWBcmL,82,0.201,0.702,198408,0.708,0,A#,0.118,-5.366,Minor,0.0547,147.98,4/4,0.713
Why Don't We,Pop,Big Plans,6Yx181fZzA0YE2EkUsYruq,86,0.0668,0.693,179930,0.604,0,B,0.114,-5.279,Major,0.0427,75.014,4/4,0.651
Billie Eilish,Pop,you should see me in a crown,6vsV4D8BM6PioRr1UOx0n2,85,0.479,0.697,180567,0.552,0.127,C#,0.147,-10.271,Minor,0.196,75.235,4/4,0.278
Zedd,Pop,The Middle,09IStsImFySgyp0pIQdqAc,88,0.171,0.753,184732,0.657,0,G,0.112,-3.061,Major,0.0449,107.01,4/4,0.437
The Chainsmokers,Pop,Hope,4BiiOzZCrXEzHRLYcYFiD5,88,0.488,0.773,180120,0.699,3.6e-06,C#,0.0814,-5.982,Minor,0.0958,104.941,4/4,0.513
Daddy Yankee,Pop,Con Calma,5w9c2J52mkdntKOmRLeM2m,98,0.11,0.737,193227,0.86,1.94e-06,G#,0.0574,-2.652,Minor,0.0593,93.989,4/4,0.656
Mabel,Pop,Don't Call Me Up,5WHTFyqSii0lmT9R21abT8,91,0.296,0.674,178480,0.881,3.01e-06,A,0.0793,-2.853,Major,0.147,98.994,4/4,0.234
Lewis Capaldi,Pop,Someone You Loved,2TIlqbIneP0ZY1O0EzYLlc,91,0.751,0.501,182161,0.405,0,C#,0.105,-5.679,Major,0.0319,109.891,4/4,0.446
Lil Uzi Vert,Pop,XO TOUR Llif3,7GX5flRQZVHRAGd6B4TmDO,86,0.00264,0.732,182707,0.75,0,B,0.109,-6.366,Minor,0.231,155.096,4/4,0.401
Cardi B,Pop,Bodak Yellow,6KBYefIoo7KydImq1uUQlL,81,0.0659,0.926,223713,0.703,0,B,0.231,-6.337,Minor,0.103,125.022,4/4,0.485
Camila Cabello,Pop,Havana,1rfofaqEpACxVEHIZBJe6W,88,0.184,0.765,217307,0.523,3.56e-05,D,0.132,-4.333,Major,0.03,104.988,4/4,0.394
City Girls,Pop,Twerk (feat. Cardi B),4DyBx5MYoq8RsU33cEAIxT,82,0.122,0.788,166476,0.841,0.0011,E,0.166,-4.006,Minor,0.143,190.089,4/4,0.493
Halsey,Pop,Bad At Love,7y9iMe8SOB6z3NoHE2OfXl,81,0.0604,0.675,181279,0.751,0,C,0.0893,-3.539,Major,0.0296,118.384,4/4,0.612
Calvin Harris,Pop,Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,94,0.016,0.807,229184,0.887,0.000503,C#,0.0811,-4.311,Minor,0.0361,122.015,4/4,0.606
Billie Eilish,Pop,bitches broken hearts,5t3Vk8bRKylx4fjj7qlbib,84,0.919,0.777,176472,0.422,0.00877,C,0.0958,-10.114,Major,0.0482,120.041,4/4,0.187
Maroon 5,Pop,Girls Like You (feat. Cardi B),6FRLCMO5TUHTexlWo8ym1W,89,0.568,0.851,235545,0.541,0,C,0.13,-6.825,Major,0.0505,124.959,4/4,0.448
Bruno Mars,Pop,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,85,0.013,0.853,206693,0.56,0,C#,0.0944,-4.961,Major,0.0406,134.066,4/4,0.86
Lauv,Pop,There's No Way (feat. Julia Michaels),2hnxrRNzF74mdDzpQZQukQ,85,0.49,0.755,174861,0.625,0,D,0.157,-7.114,Major,0.0896,147.02,4/4,0.374
Future,Pop,Crushed Up,7wcyO1rrH3Ru4t659IjG41,84,0.0415,0.781,149949,0.597,0,A#,0.152,-6.794,Minor,0.23,158.043,4/4,0.544
Shawn Mendes,Pop,Lost In Japan,79esEXlqqmq0GPz0xQSZTV,84,0.255,0.713,201200,0.738,0,A#,0.106,-6.784,Major,0.374,105.027,4/4,0.425
Zara Larsson,Pop,Ruin My Life,5tAa8Uaqr4VvA3693mbIhU,88,0.423,0.665,190932,0.699,0,B,0.0969,-5.265,Major,0.0578,124.896,4/4,0.585
Aminé,Pop,REEL IT IN,5qHirGR7M9tdm6C17DlzSY,83,0.073,0.754,121347,0.342,0,A#,0.193,-8.677,Minor,0.0991,128.981,4/4,0.423
Miley Cyrus,Pop,Party In The U.S.A.,5Q0Nhxo0l2bP3pNjpGJwV1,76,0.00124,0.454,202067,0.708,0.000181,A#,0.0679,-4.526,Minor,0.0675,192.18,4/4,0.483
Billie Eilish,Pop,come out and play,7wC5eZcFS1Q1BsQ35DU6H4,84,0.693,0.64,210376,0.321,0.0307,C,0.114,-14.604,Major,0.0931,145.045,4/4,0.177
5 Seconds of Summer,Pop,Lie To Me (feat. Julia Michaels),6GzApXoBQiiAjak3tOQfV3,85,0.0132,0.611,149878,0.52,0,C,0.105,-5.445,Major,0.0346,159.927,4/4,0.771
Selena Gomez,Pop,Wolves,0tBbt8CrmxbjRP0pueQkyU,86,0.129,0.72,197993,0.807,0,B,0.183,-4.59,Minor,0.0432,124.946,4/4,0.305
Billie Eilish,Pop,COPYCAT,5w7wuzMzsDer96KqxafeRK,84,0.353,0.679,194711,0.388,9.25e-05,E,0.341,-10.977,Minor,0.0932,124.909,4/4,0.234
The Chainsmokers,Pop,Closer,7BKLCZ1jbUBVqRi2FVlTVw,86,0.414,0.748,244960,0.524,0,G#,0.111,-5.599,Major,0.0338,95.01,4/4,0.661
Bruno Mars,Pop,Finesse (Remix) [feat. Cardi B],3Vo4wInECJQuz9BIBMOu8i,83,0.0185,0.704,217289,0.859,0,F,0.0215,-4.877,Minor,0.0996,105.115,4/4,0.926
Post Malone,Pop,White Iverson,6eT7xZZlB2mwyzJ2sUKG6w,83,0.233,0.675,256533,0.562,0,G,0.0816,-7.678,Major,0.0352,130.098,4/4,0.309
Tory Lanez,Pop,TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,51w9Jbat1pLeWINGCpnQUR,84,0.0226,0.698,248521,0.66,0,C,0.0622,-7.883,Major,0.052,159.949,4/4,0.451
Marshmello,Pop,FRIENDS,08bNPGLD8AhKpnnERrAc6G,88,0.205,0.626,202621,0.88,0,A,0.128,-2.384,Minor,0.0504,95.079,4/4,0.534
Post Malone,Pop,Stay,4H7WNRErSbONkM06blBoGc,82,0.414,0.479,204427,0.468,0,F,0.148,-5.396,Major,0.0274,85.913,4/4,0.35
James Arthur,Pop,Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,85,0.695,0.358,211467,0.557,0,A#,0.0902,-7.398,Major,0.059,85.043,4/4,0.494
Kanye West,Pop,I Love It (& Lil Pump),4S8d14HvHb70ImctNgVzQQ,87,0.0114,0.901,127947,0.522,0,D,0.259,-8.304,Major,0.33,104.053,4/4,0.329
Bryce Vine,Pop,Drew Barrymore,0OgGn1ofaj55l2PcihQQGV,78,0.493,0.763,190472,0.572,0.00118,B,0.106,-7.312,Minor,0.0595,151.93,4/4,0.25
Becky G,Pop,Bubalu,7dNwJbsT0sg1le5kVugGJb,89,0.616,0.8,228493,0.355,0,F#,0.118,-10.47,Minor,0.0895,145.929,4/4,0.253
Julia Michaels,Pop,What A Time (feat. Niall Horan),5WtfUKzXircvW8l5aaVZWT,84,0.662,0.518,173307,0.467,0,C,0.0853,-6.184,Major,0.0302,132.854,4/4,0.386
Post Malone,Pop,Go Flex,5yuShbu70mtHXY0yLzCQLQ,83,0.228,0.665,179613,0.498,0,F,0.0757,-8.185,Major,0.0831,81.967,4/4,0.127
Rich The Kid,Pop,Plug Walk,1ZAyjvIk9YiD76yYy0TEG6,84,0.202,0.876,175230,0.519,0,B,0.108,-6.531,Major,0.143,94.981,4/4,0.158
21 Savage,Pop,monster,2FUNBaa5DwItJtYEBgAblU,85,0.158,0.89,233040,0.607,0.000228,A,0.118,-6.916,Minor,0.124,134.022,4/4,0.224
blackbear,Pop,do re mi,3Q3myFA7q4Op95DOpHplaY,80,0.00419,0.742,212027,0.599,1.02e-05,G#,0.126,-6.256,Major,0.0465,110.977,3/4,0.154
Dua Lipa,Pop,"Swan Song (From the Motion Picture ""Alita: Battle Angel"")",5600nq7TiBraBX2jobyJ3l,87,0.00579,0.588,182075,0.821,0.000275,F,0.208,-6.54,Minor,0.216,188.098,4/4,0.509
Chris Brown,Pop,Undecided,7uiBocndm12aKbsdnQ3Scx,86,0.172,0.441,187298,0.527,0,D#,0.233,-5.318,Major,0.0966,96.37,4/4,0.589
Dua Lipa,Pop,IDGAF,76cy1WJvNGJTj78UqeA5zr,87,0.0403,0.836,217947,0.544,0,G,0.0824,-5.975,Major,0.0943,97.028,4/4,0.51
NOTD,Pop,So Close,7FjZU7XFs7P9jHI9Z0yRhK,86,0.121,0.7,190302,0.872,7.08e-06,A#,0.103,-5.896,Major,0.0666,125.03,4/4,0.761
Zedd,Pop,365,2XWjPtKdi5sucFYtVav07d,88,0.339,0.745,181900,0.693,0,D,0.123,-5.479,Minor,0.034,98.039,4/4,0.248
Ed Sheeran,Pop,Happier,2RttW7RAu5nOAfq6YFvApB,86,0.536,0.522,207520,0.385,0,C,0.135,-7.355,Major,0.0288,89.792,4/4,0.236
Madison Beer,Pop,Hurts Like Hell (feat. Offset),3WefHNGtjexZvi66ZEx9u4,82,0.185,0.704,207109,0.56,0,C#,0.0948,-6.791,Minor,0.179,75.003,4/4,0.609
Lady Gaga,Pop,Always Remember Us This Way,2rbDhOo9Fh61Bbu23T2qCk,88,0.299,0.553,210200,0.502,0,C,0.764,-5.972,Major,0.0409,129.976,4/4,0.296
P!nk,Pop,Walk Me Home,7DHApOHsIFo7EyfieArYGE,85,0.0519,0.652,177391,0.453,0,C#,0.179,-6.119,Major,0.0445,88.038,3/4,0.432
Demi Lovato,Pop,Sorry Not Sorry,3Du2K5dLzmduCNp6uwuaL0,83,0.0223,0.702,203760,0.635,0,B,0.283,-6.917,Minor,0.265,144.004,4/4,0.873
Selena Gomez,Pop,Back To You - From 13 Reasons Why – Season 2 Soundtrack,4hQ6UGyWQIGJmHSo0J88JW,85,0.0945,0.601,207905,0.724,1.68e-06,F#,0.12,-4.856,Major,0.0486,102.061,4/4,0.508
Sam Hunt,Pop,Body Like A Back Road,7mldq42yDuxiUNn08nvzHO,80,0.463,0.731,165387,0.469,1.04e-06,F,0.103,-7.226,Major,0.0326,98.963,4/4,0.631
Ariana Grande,Pop,Into You,2meEiZKWkiN28gITzFwQo5,84,0.0162,0.623,244453,0.734,1.9e-06,A,0.145,-5.95,Major,0.107,107.853,4/4,0.372
Post Malone,Pop,Ball For Me (feat. Nicki Minaj),6IaieqiCVvsNvEt6Y7yOFa,81,0.493,0.792,206267,0.56,0,A,0.0849,-4.125,Major,0.225,134.044,4/4,0.505
Martin Garrix,Pop,Ocean (feat. Khalid),3nc420PXjTdBV5TN0gCFkS,85,0.584,0.506,216420,0.693,9.58e-05,C,0.0891,-7.265,Minor,0.0412,139.912,4/4,0.221
Jeremy Zucker,Pop,comethru,18uwL0vNUanqZH0ro2QcOP,82,0.601,0.794,181613,0.188,0,C,0.637,-11.957,Major,0.0523,93.967,4/4,0.64
Lennon Stella,Pop,La Di Da,2YyvWje3cEYyqgYhNUIaBJ,81,0.195,0.689,209773,0.679,0.00111,G,0.224,-5.893,Major,0.0517,149.972,4/4,0.475
Bryson Tiller,Pop,Exchange,43PuMrRfbyyuz4QpZ3oAwN,81,0.108,0.53,194613,0.433,0,F#,0.135,-10.598,Major,0.185,160.14,4/4,0.274
Shawn Mendes,Pop,Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,85,0.106,0.444,187973,0.819,0,A#,0.107,-4.078,Minor,0.341,82.695,4/4,0.747
Drake,Pop,In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,88,0.0589,0.835,217925,0.626,6e-05,C#,0.396,-5.833,Major,0.125,91.03,4/4,0.35
Lil Uzi Vert,Pop,New Patek,0Fpen1PTuEnCmOJtUU9Iud,81,0.0367,0.85,343099,0.785,0,G#,0.155,-4.963,Minor,0.345,145.063,4/4,0.718
Halsey,Pop,Without Me (with Juice WRLD),6Zc5f20q7sOe1IC1c1jQvZ,81,0.351,0.742,228816,0.515,0,F#,0.184,-6.103,Major,0.0747,136.02,4/4,0.452
Sam Smith,Pop,Stay With Me,5Nm9ERjJZ5oyfXZTECKmRt,85,0.588,0.418,172724,0.42,6.39e-05,C,0.11,-6.444,Major,0.0414,84.094,4/4,0.184
Russ,Pop,Missin You Crazy,4ve2uzqdwnHr20G5YgMMqr,82,0.0991,0.716,226693,0.729,0,F,0.0842,-6.313,Major,0.117,131.975,4/4,0.276
Khalid,Pop,Saved,248OFOZef6ShXv6DGgbnxU,80,0.189,0.739,206533,0.448,0,A#,0.118,-10.28,Minor,0.138,81.044,4/4,0.553
Khalid,Pop,8TEEN,5bgwqaRSS3M8WHWruHgSL5,79,0.225,0.83,228600,0.585,0.00209,C#,0.0576,-5.802,Major,0.0366,105.03,4/4,0.642
Jason Mraz,Pop,I'm Yours,1EzrEOXmMH3G43AXT1y7pA,85,0.595,0.686,242187,0.457,0,B,0.105,-8.322,Major,0.0468,150.953,4/4,0.718
Hailee Steinfeld,Pop,Starving,4Ce37cRWvM1vIGGynKcs22,82,0.378,0.729,181880,0.615,0,E,0.105,-4.238,Major,0.0647,99.989,4/4,0.508
J. Cole,Pop,KOD,7yotKA30dwTKNEGomV9ZsI,81,0.21,0.831,191437,0.782,0,C,0.113,-6.274,Major,0.15,141.869,4/4,0.199
Loud Luxury,Pop,Body,21RzyxY3EFaxVy6K4RqaU9,83,0.0476,0.752,163216,0.764,9.44e-05,C#,0.0543,-4.399,Major,0.038,121.958,4/4,0.582
Ariana Grande,Pop,One Last Time,7xoUc6faLbCqZO6fQEYprd,84,0.093,0.628,197267,0.593,1.65e-06,G#,0.096,-5.036,Major,0.0323,125.026,4/4,0.104
Marshmello,Pop,Alone,12mGwph2YzDIlChtq3EdXP,85,0.0244,0.636,273803,0.953,0.0164,D,0.108,-3.74,Major,0.0353,142.011,4/4,0.397
Kygo,Pop,Think About You (feat. Valerie Broussard),3Kuu5vASpXK8oRsxOvau6P,86,0.166,0.673,208567,0.596,0,A#,0.11,-7.891,Major,0.0354,123.969,4/4,0.19
